Time,Sensor,x,y,z
5.364,RKne,1.860549133,14.74616041,0.215879265
5.364,RAnk,0.337459881,2.1,0.235530547
5.364,LHip,1.103218466,26.78064516,0.143006263
5.364,LKne,1.180939227,14.83007519,0.152414487
5.364,LAnk,0.094291692,2.022815325,0.144168962
5.373,RHip,1.449375867,26.11553785,0.154345006
5.373,RKne,1.860549133,14.74616041,0.215879265
5.373,RAnk,0.337459881,2.1,0.235530547
5.373,LHip,1.314206762,26.13032258,0.260960334
5.373,LKne,1.180939227,14.83007519,0.152414487
5.373,LAnk,0.094291692,2.022815325,0.144168962
5.383,RHip,1.449375867,26.11553785,0.154345006
5.383,RKne,1.860549133,14.74616041,0.215879265
5.383,RAnk,0.337459881,2.1,0.235530547
5.383,LHip,1.314206762,26.13032258,0.260960334
5.383,LKne,1.453235991,14.76766917,0.131790744
5.383,LAnk,0.095188285,2.019457598,0.177226814
5.391,RHip,1.449375867,26.11553785,0.154345006
5.391,RKne,2.178468208,14.73336177,0.216535433
5.391,RAnk,0.339523155,2.1,0.172025723
5.391,LHip,1.314206762,26.13032258,0.260960334
5.391,LKne,1.453235991,14.76766917,0.131790744
5.391,LAnk,0.095188285,2.019457598,0.177226814
5.4,RHip,1.416955617,26.88047809,0.186770428
5.4,RKne,2.178468208,14.73336177,0.216535433
5.4,RAnk,0.339523155,2.1,0.172025723
5.4,LHip,1.693270481,26.07870968,0.115866388
5.4,LKne,1.453235991,14.76766917,0.131790744
5.4,LAnk,0.095188285,2.019457598,0.177226814
5.409,RHip,1.416955617,26.88047809,0.186770428
5.409,RKne,2.178468208,14.73336177,0.216535433
5.409,RAnk,0.339523155,2.1,0.172025723
5.409,LHip,1.693270481,26.07870968,0.115866388
5.409,LKne,1.639700079,14.8443609,0.134808853
5.409,LAnk,0.093245666,2.020921223,0.16620753
5.419,RHip,1.416955617,26.88047809,0.186770428
5.419,RKne,2.579479769,14.74573379,0.220472441
5.419,RAnk,0.337459881,2.1,0.204983923
5.419,LHip,1.693270481,26.07870968,0.115866388
5.419,LKne,1.639700079,14.8443609,0.134808853
5.419,LAnk,0.093245666,2.020921223,0.16620753
5.427,RHip,1.170943135,27.66135458,0.134889754
5.427,RKne,2.579479769,14.74573379,0.220472441
5.427,RAnk,0.337459881,2.1,0.204983923
5.427,LHip,1.34996749,26.36774194,0.097599165
5.427,LKne,1.639700079,14.8443609,0.134808853
5.427,LAnk,0.093245666,2.020921223,0.16620753
5.436,RHip,1.170943135,27.66135458,0.134889754
5.436,RKne,2.579479769,14.74573379,0.220472441
5.436,RAnk,0.337459881,2.1,0.204983923
5.436,LHip,1.34996749,26.36774194,0.097599165
5.436,LKne,1.657458564,14.89924812,0.113179074
5.436,LAnk,0.093693963,2.021782178,0.153351699
5.445,RHip,1.170943135,27.66135458,0.134889754
5.445,RKne,1.936416185,14.75383959,0.13648294
5.445,RAnk,0.33654287,2.1,0.207395498
5.445,LHip,1.34996749,26.36774194,0.097599165
5.445,LKne,1.657458564,14.89924812,0.113179074
5.445,LAnk,0.093693963,2.021782178,0.153351699
5.453,RHip,1.0870319,28.21912351,0.208171206
5.453,RKne,1.936416185,14.75383959,0.13648294
5.453,RAnk,0.33654287,2.1,0.207395498
5.453,LHip,1.308842653,25.95483871,0.128914405
5.453,LKne,1.657458564,14.89924812,0.113179074
5.453,LAnk,0.093693963,2.021782178,0.153351699
5.463,RHip,1.0870319,28.21912351,0.208171206
5.463,RKne,1.936416185,14.75383959,0.13648294
5.463,RAnk,0.33654287,2.1,0.207395498
5.463,LHip,1.308842653,25.95483871,0.128914405
5.463,LKne,1.618981847,14.81203008,0.135311871
5.463,LAnk,0.094291692,2.020232458,0.168962351
5.471,RHip,1.0870319,28.21912351,0.208171206
5.471,RKne,2.445809249,14.74701365,0.166010499
5.471,RAnk,0.336313618,2.1,0.184083601
5.471,LHip,1.308842653,25.95483871,0.128914405
5.471,LKne,1.618981847,14.81203008,0.135311871
5.471,LAnk,0.094291692,2.020232458,0.168962351
5.48,RHip,0.993585298,27.45418327,0.114137484
5.48,RKne,2.445809249,14.74701365,0.166010499
5.48,RAnk,0.336313618,2.1,0.184083601
5.48,LHip,1.428641092,25.28387097,0.153444676
5.48,LKne,1.618981847,14.81203008,0.135311871
5.48,LAnk,0.094291692,2.020232458,0.168962351
5.489,RHip,0.993585298,27.45418327,0.114137484
5.489,RKne,2.445809249,14.74701365,0.166010499
5.489,RAnk,0.336313618,2.1,0.184083601
5.489,LHip,1.428641092,25.28387097,0.153444676
5.489,LKne,1.287490134,14.86917293,0.144366197
5.489,LAnk,0.095935445,2.019242359,0.180899908
5.497,RHip,0.993585298,27.45418327,0.114137484
5.497,RKne,2.839595376,14.77090444,0.170603675
5.497,RAnk,0.337230628,2.1,0.225080386
5.497,LHip,1.428641092,25.28387097,0.153444676
5.497,LKne,1.287490134,14.86917293,0.144366197
5.497,LAnk,0.095935445,2.019242359,0.180899908
5.507,RHip,1.148058252,28.69721116,0.19844358
5.507,RKne,2.839595376,14.77090444,0.170603675
5.507,RAnk,0.337230628,2.1,0.225080386
5.507,LHip,1.526983095,25.46967742,0.19519833
5.507,LKne,1.287490134,14.86917293,0.144366197
5.507,LAnk,0.095935445,2.019242359,0.180899908
5.516,RHip,1.148058252,28.69721116,0.19844358
5.516,RKne,2.839595376,14.77090444,0.170603675
5.516,RAnk,0.337230628,2.1,0.225080386
5.516,LHip,1.526983095,25.46967742,0.19519833
5.516,LKne,1.399960537,14.83458647,0.128269618
5.516,LAnk,0.094142259,2.022987516,0.136822773
5.524,RHip,1.148058252,28.69721116,0.19844358
5.524,RKne,1.882225434,14.721843,0.252624672
5.524,RAnk,0.341357176,2.1,0.196141479
5.524,LHip,1.526983095,25.46967742,0.19519833
5.524,LKne,1.399960537,14.83458647,0.128269618
5.524,LAnk,0.094142259,2.022987516,0.136822773
5.533,RHip,1.397884882,26.86454183,0.188067445
5.533,RKne,1.882225434,14.721843,0.252624672
5.533,RAnk,0.341357176,2.1,0.196141479
5.533,LHip,1.598504551,25.30451613,0.213987474
5.533,LKne,1.399960537,14.83458647,0.128269618
5.533,LAnk,0.094142259,2.022987516,0.136822773
5.542,RHip,1.397884882,26.86454183,0.188067445
5.542,RKne,1.882225434,14.721843,0.252624672
5.542,RAnk,0.341357176,2.1,0.196141479
5.542,LHip,1.598504551,25.30451613,0.213987474
5.542,LKne,1.527229676,14.83533835,0.15694165
5.542,LAnk,0.096383742,2.018080069,0.193296602
5.551,RHip,1.397884882,26.86454183,0.188067445
5.551,RKne,2.369942197,14.73464164,0.189632546
5.551,RAnk,0.336313618,2.097368421,0.235530547
5.551,LHip,1.598504551,25.30451613,0.213987474
5.551,LKne,1.527229676,14.83533835,0.15694165
5.551,LAnk,0.096383742,2.018080069,0.193296602
5.56,RHip,1.350208044,24.26693227,0.191958495
5.56,RKne,2.369942197,14.73464164,0.189632546
5.56,RAnk,0.336313618,2.097368421,0.235530547
5.56,LHip,1.600292588,24.53032258,0.115866388
5.56,LKne,1.527229676,14.83533835,0.15694165
5.56,LAnk,0.096383742,2.018080069,0.193296602
5.569,RHip,1.350208044,24.26693227,0.191958495
5.569,RKne,2.369942197,14.73464164,0.189632546
5.569,RAnk,0.336313618,2.097368421,0.235530547
5.569,LHip,1.600292588,24.53032258,0.115866388
5.569,LKne,1.394041042,14.8593985,0.139839034
5.569,LAnk,0.095786013,2.020017219,0.168962351
5.577,RHip,1.350208044,24.26693227,0.191958495
5.577,RKne,2.23265896,14.74744027,0.148293963
5.577,RAnk,0.337230628,2.1,0.155144695
5.577,LHip,1.600292588,24.53032258,0.115866388
5.577,LKne,1.394041042,14.8593985,0.139839034
5.577,LAnk,0.095786013,2.020017219,0.168962351
5.586,RHip,1.031726768,24.09163347,0.168612192
5.586,RKne,2.23265896,14.74744027,0.148293963
5.586,RAnk,0.337230628,2.1,0.155144695
5.586,LHip,1.764791938,24.00387097,0.144050104
5.586,LKne,1.394041042,14.8593985,0.139839034
5.586,LAnk,0.095786013,2.020017219,0.168962351
5.596,RHip,1.031726768,24.09163347,0.168612192
5.596,RKne,2.23265896,14.74744027,0.148293963
5.596,RAnk,0.337230628,2.1,0.155144695
5.596,LHip,1.764791938,24.00387097,0.144050104
5.596,LKne,1.266771902,14.85037594,0.105633803
5.596,LAnk,0.090107591,2.021265605,0.164370983
5.604,RHip,1.031726768,24.09163347,0.168612192
5.604,RKne,2.283236994,14.76023891,0.090551181
5.604,RAnk,0.337918386,2.1,0.196945338
5.604,LHip,1.764791938,24.00387097,0.144050104
5.604,LKne,1.266771902,14.85037594,0.105633803
5.604,LAnk,0.090107591,2.021265605,0.164370983
5.613,RHip,0.932558946,25.82868526,0.159533074
5.613,RKne,2.283236994,14.76023891,0.090551181
5.613,RAnk,0.337918386,2.1,0.196945338
5.613,LHip,1.63426528,24.40645161,0.183194154
5.613,LKne,1.266771902,14.85037594,0.105633803
5.613,LAnk,0.090107591,2.021265605,0.164370983
