LHip,0.423764629,28.15354839,-0.238002594
LKne,1.701854775,14.84360902,-0.282808399
LAnk,0.091153616,2.020490745,-0.240353698
LHip,0.423764629,28.15354839,-0.238002594
LKne,1.701854775,14.84360902,-0.282808399
LAnk,0.091153616,2.020490745,-0.240353698
LHip,0.423764629,28.15354839,-0.238002594
LKne,1.701854775,14.84360902,-0.282808399
LAnk,0.091153616,2.020490745,-0.240353698
LHip,0.423764629,28.15354839,-0.238002594
LKne,1.701854775,14.84360902,-0.283464567
LAnk,0.091153616,2.020490745,-0.241157556
LHip,0.41840052,28.16387097,-0.240596628
LKne,1.701854775,14.84360902,-0.283464567
LAnk,0.091153616,2.020490745,-0.241157556
LHip,0.41840052,28.16387097,-0.240596628
LKne,1.704814522,14.84285714,-0.283464567
LAnk,0.091153616,2.02057684,-0.241157556
LHip,0.41840052,28.16387097,-0.240596628
LKne,1.704814522,14.84285714,-0.281496063
LAnk,0.091153616,2.02057684,-0.241961415
LHip,0.434492848,28.12258065,-0.243190661
LKne,1.704814522,14.84285714,-0.281496063
LAnk,0.091153616,2.02057684,-0.241961415
LHip,0.434492848,28.12258065,-0.243190661
LKne,1.755130229,14.84360902,-0.281496063
LAnk,0.091153616,2.020490745,-0.241961415
LHip,0.434492848,28.12258065,-0.243190661
LKne,1.755130229,14.84360902,-0.284776903
LAnk,0.091153616,2.020490745,-0.242765273
LHip,0.46310143,28.0916129,-0.243190661
LKne,1.755130229,14.84360902,-0.284776903
LAnk,0.091153616,2.020490745,-0.242765273
LHip,0.46310143,28.0916129,-0.243190661
LKne,1.698895028,14.8406015,-0.284776903
LAnk,0.091004184,2.020447697,-0.242765273
LHip,0.46310143,28.0916129,-0.243190661
LKne,1.698895028,14.8406015,-0.282808399
LAnk,0.091004184,2.020447697,-0.241157556
LHip,0.461313394,28.16387097,-0.237354086
LKne,1.698895028,14.8406015,-0.282808399
LAnk,0.091004184,2.020447697,-0.241157556
LHip,0.461313394,28.16387097,-0.237354086
LKne,1.710734017,14.84135338,-0.282808399
LAnk,0.091153616,2.020533793,-0.241157556
LHip,0.461313394,28.16387097,-0.237354086
LKne,1.710734017,14.84135338,-0.279527559
LAnk,0.091153616,2.020533793,-0.241961415
LHip,0.46310143,28.06064516,-0.234760052
LKne,1.710734017,14.84135338,-0.279527559
LAnk,0.091153616,2.020533793,-0.241961415
LHip,0.46310143,28.06064516,-0.234760052
LKne,1.766969219,14.84736842,-0.279527559
LAnk,0.091153616,2.02057684,-0.241961415
LHip,0.46310143,28.06064516,-0.234760052
LKne,1.766969219,14.84736842,-0.284776903
LAnk,0.091153616,2.02057684,-0.241157556
LHip,0.470253576,27.99870968,-0.242542153
LKne,1.766969219,14.84736842,-0.284776903
LAnk,0.091153616,2.02057684,-0.241157556
LHip,0.470253576,27.99870968,-0.242542153
LKne,1.743291239,14.83984962,-0.284776903
LAnk,0.091153616,2.020490745,-0.241157556
LHip,0.470253576,27.99870968,-0.242542153
LKne,1.743291239,14.83984962,-0.286089239
LAnk,0.091153616,2.020490745,-0.241157556
LHip,0.470253576,28.0916129,-0.241245136
LKne,1.743291239,14.83984962,-0.286089239
LAnk,0.091153616,2.020490745,-0.241157556
LHip,0.470253576,28.0916129,-0.241245136
LKne,1.755130229,14.84511278,-0.286089239
LAnk,0.091303048,2.020490745,-0.241157556
LHip,0.470253576,28.0916129,-0.241245136
LKne,1.755130229,14.84511278,-0.279527559
LAnk,0.091303048,2.020490745,-0.240353698
LHip,0.466677503,28.18451613,-0.23540856
LKne,1.755130229,14.84511278,-0.279527559
LAnk,0.091303048,2.020490745,-0.240353698
LHip,0.466677503,28.18451613,-0.23540856
LKne,1.675217048,14.84285714,-0.279527559
LAnk,0.091303048,2.02057684,-0.240353698
LHip,0.466677503,28.18451613,-0.23540856
LKne,1.675217048,14.84285714,-0.279527559
LAnk,0.091303048,2.02057684,-0.239549839
LHip,0.448797139,28.11225806,-0.23540856
LKne,1.675217048,14.84285714,-0.279527559
LAnk,0.091303048,2.02057684,-0.239549839
LHip,0.448797139,28.11225806,-0.23540856
LKne,1.761049724,14.84135338,-0.279527559
LAnk,0.091452481,2.02057684,-0.239549839
LHip,0.448797139,28.11225806,-0.23540856
LKne,1.761049724,14.84135338,-0.270997375
LAnk,0.091452481,2.02057684,-0.237138264
LHip,0.438068921,28.12258065,-0.232814527
LKne,1.761049724,14.84135338,-0.270997375
LAnk,0.091452481,2.02057684,-0.237138264
LHip,0.438068921,28.12258065,-0.232814527
LKne,1.749210734,14.84210526,-0.270997375
LAnk,0.091452481,2.020490745,-0.237138264
LHip,0.438068921,28.12258065,-0.232814527
